id	context	sentence	index	graph	variable_name	predicate	broad_aspect_1	broad_aspect_2	broad_aspect_3	broad_aspect_4	broad_aspect_5	adjudicated	second_choice_adjudicated	compare	alignment	flag	reason_for_flag					
lpp_1943.140	 I said , " he will wander off somewhere , and get lost . "	 My friend broke into another peal of laughter : " But where do you think he would go ? "	1: My 2: friend 3: broke 4: into 5: another 6: peal 7: of 8: laughter 9: : 10: " 11: But 12: where 13: do 14: you 15: think 16: he 17: would 18: go 19: ? 20: "	(s140b / break-in-17        :ARG0 (s140p2 / person                      :ARG1-of (s140h2 / have-rel-role-92                                       :ARG2 (s140i / i)                                       :ARG3 (s140f / friend))                      :ARG0-of (s140s / say-01                                      :ARG1 (s140c / contrast-91                                                   :ARG2 (s140t / think-01                                                                :ARG0 (s140y / you)                                                                :ARG1 (s140g / go-02                                                                             :ARG0 (s140h / he)                                                                             :ARG4 (s140a2 / umr-unknown)))                                                   :quote s140s)))        :ARG1 (s140l / laugh-01                     :quant (s140p / peal                                   :mod (s140a / another))))	s140h2	have-rel-role-92	none	none				none		TRUE	s140b: 3-4; s140p2: 0-0; s140h2: 0-0; s140i: 1-1; s140f: 2-2; s140s: 0-0; s140c: 11-11; s140t: 15-15; s140y: 14-14; s140g: 18-18; s140h: 16-16; s140a2: 12-12; s140l: 8-8; s140p: 6-6; s140a: 5-5	FALSE						
lpp_1943.140	 I said , " he will wander off somewhere , and get lost . "	 My friend broke into another peal of laughter : " But where do you think he would go ? "	1: My 2: friend 3: broke 4: into 5: another 6: peal 7: of 8: laughter 9: : 10: " 11: But 12: where 13: do 14: you 15: think 16: he 17: would 18: go 19: ? 20: "	(s140b / break-in-17        :ARG0 (s140p2 / person                      :ARG1-of (s140h2 / have-rel-role-92                                       :ARG2 (s140i / i)                                       :ARG3 (s140f / friend))                      :ARG0-of (s140s / say-01                                      :ARG1 (s140c / contrast-91                                                   :ARG2 (s140t / think-01                                                                :ARG0 (s140y / you)                                                                :ARG1 (s140g / go-02                                                                             :ARG0 (s140h / he)                                                                             :ARG4 (s140a2 / umr-unknown)))                                                   :quote s140s)))        :ARG1 (s140l / laugh-01                     :quant (s140p / peal                                   :mod (s140a / another))))	s140s	say-01	performance	performance				none		TRUE	s140b: 3-4; s140p2: 0-0; s140h2: 0-0; s140i: 1-1; s140f: 2-2; s140s: 0-0; s140c: 11-11; s140t: 15-15; s140y: 14-14; s140g: 18-18; s140h: 16-16; s140a2: 12-12; s140l: 8-8; s140p: 6-6; s140a: 5-5	TRUE	Confusion over aspect label protocol for say-01 when used to indicate quotation rather than an explicit event					
lpp_1943.140	 I said , " he will wander off somewhere , and get lost . "	 My friend broke into another peal of laughter : " But where do you think he would go ? "	1: My 2: friend 3: broke 4: into 5: another 6: peal 7: of 8: laughter 9: : 10: " 11: But 12: where 13: do 14: you 15: think 16: he 17: would 18: go 19: ? 20: "	(s140b / break-in-17        :ARG0 (s140p2 / person                      :ARG1-of (s140h2 / have-rel-role-92                                       :ARG2 (s140i / i)                                       :ARG3 (s140f / friend))                      :ARG0-of (s140s / say-01                                      :ARG1 (s140c / contrast-91                                                   :ARG2 (s140t / think-01                                                                :ARG0 (s140y / you)                                                                :ARG1 (s140g / go-02                                                                             :ARG0 (s140h / he)                                                                             :ARG4 (s140a2 / umr-unknown)))                                                   :quote s140s)))        :ARG1 (s140l / laugh-01                     :quant (s140p / peal                                   :mod (s140a / another))))	s140c	contrast-91	none	none				none		TRUE	s140b: 3-4; s140p2: 0-0; s140h2: 0-0; s140i: 1-1; s140f: 2-2; s140s: 0-0; s140c: 11-11; s140t: 15-15; s140y: 14-14; s140g: 18-18; s140h: 16-16; s140a2: 12-12; s140l: 8-8; s140p: 6-6; s140a: 5-5	FALSE						
lpp_1943.140	 I said , " he will wander off somewhere , and get lost . "	 My friend broke into another peal of laughter : " But where do you think he would go ? "	1: My 2: friend 3: broke 4: into 5: another 6: peal 7: of 8: laughter 9: : 10: " 11: But 12: where 13: do 14: you 15: think 16: he 17: would 18: go 19: ? 20: "	(s140b / break-in-17        :ARG0 (s140p2 / person                      :ARG1-of (s140h2 / have-rel-role-92                                       :ARG2 (s140i / i)                                       :ARG3 (s140f / friend))                      :ARG0-of (s140s / say-01                                      :ARG1 (s140c / contrast-91                                                   :ARG2 (s140t / think-01                                                                :ARG0 (s140y / you)                                                                :ARG1 (s140g / go-02                                                                             :ARG0 (s140h / he)                                                                             :ARG4 (s140a2 / umr-unknown)))                                                   :quote s140s)))        :ARG1 (s140l / laugh-01                     :quant (s140p / peal                                   :mod (s140a / another))))	s140t	think-01	state	state				state		TRUE	s140b: 3-4; s140p2: 0-0; s140h2: 0-0; s140i: 1-1; s140f: 2-2; s140s: 0-0; s140c: 11-11; s140t: 15-15; s140y: 14-14; s140g: 18-18; s140h: 16-16; s140a2: 12-12; s140l: 8-8; s140p: 6-6; s140a: 5-5	FALSE						
lpp_1943.140	 I said , " he will wander off somewhere , and get lost . "	 My friend broke into another peal of laughter : " But where do you think he would go ? "	1: My 2: friend 3: broke 4: into 5: another 6: peal 7: of 8: laughter 9: : 10: " 11: But 12: where 13: do 14: you 15: think 16: he 17: would 18: go 19: ? 20: "	(s140b / break-in-17        :ARG0 (s140p2 / person                      :ARG1-of (s140h2 / have-rel-role-92                                       :ARG2 (s140i / i)                                       :ARG3 (s140f / friend))                      :ARG0-of (s140s / say-01                                      :ARG1 (s140c / contrast-91                                                   :ARG2 (s140t / think-01                                                                :ARG0 (s140y / you)                                                                :ARG1 (s140g / go-02                                                                             :ARG0 (s140h / he)                                                                             :ARG4 (s140a2 / umr-unknown)))                                                   :quote s140s)))        :ARG1 (s140l / laugh-01                     :quant (s140p / peal                                   :mod (s140a / another))))	s140g	go-02	performance	performance				performance		TRUE	s140b: 3-4; s140p2: 0-0; s140h2: 0-0; s140i: 1-1; s140f: 2-2; s140s: 0-0; s140c: 11-11; s140t: 15-15; s140y: 14-14; s140g: 18-18; s140h: 16-16; s140a2: 12-12; s140l: 8-8; s140p: 6-6; s140a: 5-5	FALSE						
lpp_1943.140	 I said , " he will wander off somewhere , and get lost . "	 My friend broke into another peal of laughter : " But where do you think he would go ? "	1: My 2: friend 3: broke 4: into 5: another 6: peal 7: of 8: laughter 9: : 10: " 11: But 12: where 13: do 14: you 15: think 16: he 17: would 18: go 19: ? 20: "	(s140b / break-in-17        :ARG0 (s140p2 / person                      :ARG1-of (s140h2 / have-rel-role-92                                       :ARG2 (s140i / i)                                       :ARG3 (s140f / friend))                      :ARG0-of (s140s / say-01                                      :ARG1 (s140c / contrast-91                                                   :ARG2 (s140t / think-01                                                                :ARG0 (s140y / you)                                                                :ARG1 (s140g / go-02                                                                             :ARG0 (s140h / he)                                                                             :ARG4 (s140a2 / umr-unknown)))                                                   :quote s140s)))        :ARG1 (s140l / laugh-01                     :quant (s140p / peal                                   :mod (s140a / another))))	s140l	laugh-01	process	process				process		TRUE	s140b: 3-4; s140p2: 0-0; s140h2: 0-0; s140i: 1-1; s140f: 2-2; s140s: 0-0; s140c: 11-11; s140t: 15-15; s140y: 14-14; s140g: 18-18; s140h: 16-16; s140a2: 12-12; s140l: 8-8; s140p: 6-6; s140a: 5-5	FALSE						
lpp_1943.142	 " Anywhere .	 Straight ahead of him . "	1: Straight 2: ahead 3: of 4: him 5: . 6: "	(s142s2 / say-91         :ARG1 (s142a / ahead-01                      :ARG2 (s142h / he)                      :ARG1-of (s142s / straight-04)                      :quote s142s2))	s142s2	say-91	none	performance	performance			performance		FALSE	s142s2: 0-0; s142a: 2-2; s142h: 4-4; s142s: 1-1	FALSE						
lpp_1943.142	 " Anywhere .	 Straight ahead of him . "	1: Straight 2: ahead 3: of 4: him 5: . 6: "	(s142s2 / say-91         :ARG1 (s142a / ahead-01                      :ARG2 (s142h / he)                      :ARG1-of (s142s / straight-04)                      :quote s142s2))	s142a	ahead-01	none	none				none		TRUE	s142s2: 0-0; s142a: 2-2; s142h: 4-4; s142s: 1-1	FALSE						
lpp_1943.142	 " Anywhere .	 Straight ahead of him . "	1: Straight 2: ahead 3: of 4: him 5: . 6: "	(s142s2 / say-91         :ARG1 (s142a / ahead-01                      :ARG2 (s142h / he)                      :ARG1-of (s142s / straight-04)                      :quote s142s2))	s142s	straight-04	none	none				none		TRUE	s142s2: 0-0; s142a: 2-2; s142h: 4-4; s142s: 1-1	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1r	receive-01	performance	performance				performance		TRUE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1t	travel-01	process	habitual	none	none		none		FALSE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1a2	arrive-01	activity	performance	performance			performance		FALSE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1t2	treat-01	process	process				process		TRUE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1s	same-01	none	none				none		TRUE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1t3	treat-01	process	process				process		TRUE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1r2	receive-01	performance	performance				performance		TRUE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1g	go-02	activity	activity				activity		TRUE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1f	follow-01	none	activity	performance	none		none		FALSE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
wb.p2.5_c2e_0037.1		Following the government 's announcement of new immigration regulations , all travelers arriving in New Zealand will receive the same treatment as they would receive when going to the US .	1: Following 2: the 3: government 4: 's 5: announcement 6: of 7: new 8: immigration 9: regulations 10: , 11: all 12: travelers 13: arriving 14: in 15: New 16: Zealand 17: will 18: receive 19: the 20: same 21: treatment 22: as 23: they 24: would 25: receive 26: when 27: going 28: to 29: the 30: US 31: .	(s1r / receive-01      :ARG0 (s1p / person                 :ARG0-of (s1t / travel-01)                 :mod (s1a / all)                 :ARG1-of (s1a2 / arrive-01                                :ARG4 (s1c3 / country                                            :name (s1n3 / name                                                        :op1 "New"                                                        :op2 "Zealand")                                            :wiki "New_Zealand")))      :ARG1 (s1t2 / treat-01                  :ARG1 s1p                  :ARG1-of (s1s / same-01                                :ARG2 (s1t3 / treat-01                                            :ARG1-of (s1r2 / receive-01                                                           :ARG0 s1p                                                           :temporal (s1g / go-02                                                                          :ARG0 s1p                                                                          :ARG4 (s1c4 / country                                                                                      :name (s1n4 / name                                                                                                  :op1 "US")                                                                                      :wiki "United_States"))))))      :ARG1-of (s1f / follow-01                    :ARG2 (s1a3 / announce-01                                :ARG0 (s1g2 / government-organization                                            :ARG0-of (s1g3 / govern-01))                                :ARG1 (s1r3 / regulate-01                                            :ARG0 s1g2                                            :ARG1 (s1i / immigrate-01)                                            :ARG1-of (s1n / new-01)))))	s1a3	announce-01	performance	process	none	process		process		FALSE	s1r: 18-18; s1p: 12-12; s1t: 0-0; s1a: 11-11; s1a2: 13-13; s1c3: 15-16; s1n3: 0-0; s1t2: 21-21; s1s: 20-20; s1t3: 21-21; s1r2: 25-25; s1g: 27-27; s1p: 0-0; s1c4: 30-30; s1n4: 0-0; s1f: 1-1; s1a3: 5-5; s1g2: 2-3; s1g3: 0-0; s1r3: 9-9; s1i: 8-8; s1n: 7-7	FALSE						
